Transaction_Amount,Transaction_Time,User_Location,Merchant_Location,User_Age,Device_Type,Fraud_Label
52.728312831070355,4,London,Dar es Salaam,11,Mobile,1
892.2316825610903,20,Lagos,Johannesburg,47,Desktop,1
532.4240979954369,13,Nairobi,London,26,Tablet,1
993.0351481581073,3,Addis Ababa,Bujumbura,44,Tablet,1
83.05859908804487,21,Kigali,London,43,Tablet,1
558.3157415573075,22,New York,Dakar,32,Desktop,1
969.609510262908,0,Kigali,Luanda,39,Tablet,1
527.8668657284474,21,Bujumbura,Johannesburg,17,Desktop,0
633.1046517539099,22,Paris,New York,31,Tablet,1
698.791202094771,18,New York,Harare,53,Tablet,1
459.9956541200955,7,Accra,Kampala,45,Mobile,0
631.2824992832228,14,New York,Dar es Salaam,14,Desktop,1
588.4711688038692,20,Kampala,Luanda,22,Mobile,0
902.1464303860791,14,Nairobi,Lagos,38,Mobile,1
54.99191653804329,8,Kampala,Luanda,40,Mobile,0
288.15355769630804,20,New York,Paris,56,Desktop,1
950.9073692357931,8,Addis Ababa,Dakar,25,Desktop,1
891.3611460520071,9,Dakar,Paris,51,Tablet,1
461.1001852578558,19,Tokyo,Bujumbura,39,Mobile,1
623.9312718235213,20,Kigali,Johannesburg,25,Tablet,0
284.60737115132133,8,Addis Ababa,Bujumbura,21,Mobile,0
196.2399481265237,2,New York,Lagos,26,Desktop,1
469.0614208905823,19,London,New York,25,Desktop,1
359.8187057457923,10,Dakar,Nairobi,21,Desktop,0
587.8195507323634,5,London,Paris,17,Mobile,1
86.957290595335,1,Kigali,Accra,29,Desktop,0
974.6508595895049,6,Dakar,Paris,12,Mobile,1
986.3486370348069,17,Accra,Lagos,25,Tablet,1
